奥	大	オウ [外] イク	おく [外] くま	部屋へやの南西なんせいのすみ。神かみを祭まつる場所ばしょ。; 家いえの奥おくのほうにある部屋へや。; おく。おく深ぶかく入いりこんだ場所ばしょ。また、そのような事柄ことがら。; くま。川かわなどが曲まがって入いりくんだところ。; あたたか。あたたかい。＝燠; おく。夫人ふじん。他人たにん（特とくに身分みぶんの高たかい人ひと）の妻つま。; 「陸奥むつ（むつ・みちのく）」の略りゃく。	常 4級
奪	大	ダツ [外] タツ	うば.う	うばう。力ちからずくで取とり上あげる。; うしなう。また、うしなわせる。	常 3級
奴	女	ド [外] ヌ	[外] め・やつ・やっこ	召めし使つかい。奴隷どれい。身分みぶんの低ひくい人ひと。; やっこ。武家ぶけに仕つかえた下男げなん。; やつ。あいつ。人ひとを蔑さげすんでいうことば。; め。人ひとや動物どうぶつなどを蔑さげすんでいうことば。	常 4級
如	女	ジョ・ニョ	[外] ごと.し・し.く・も.し・ゆ.く	「ごとし」と読よみ、「～のようだ」「～のようである」の意いを表あらわす。; 「しく」と読よみ、「およぶ」の意いを表あらわす。「不如」の形かたちで「しかず」と読よみ、「およばない」「かなわない」の意いを表あらわす。; 「もし」と読よみ、仮定かてい条件じょうけんの意いを表あらわす。; ゆく。いく。おもむく。	常 3級
妙	女	ミョウ [外] ビョウ	[外] たえ・わか.い	たえ。非常ひじょうに巧たくみですぐれている。; たえ。きわめて美うつくしい。; わかい。年としがわかい。; みょう。普通ふつうでない。不思議ふしぎ。	常 4級
妨	女	ボウ [外] ホウ	さまた.げる	さまたげる。邪魔じゃまをする。; さまたげ。邪魔じゃま。差さし支つかえ。	常 3級
姓	女	ショウ・セイ	[外] かばね	かばね。血筋ちすじや家系かけいを示しめすもの。; 氏うじ（うじ）。職業しょくぎょうや家柄いえがらを示しめすもの。「氏」と「姓」は区別くべつされたが、漢かん代だい以後いごは混同こんどうされ用もちいられるようになった。; かばね。家柄いえがらや世襲せしゅうの官職かんしょくを表あらわした呼よび方かた。	常 4級
姫	女	[外] キ	ひめ	姓せい。黄帝こうていの姓せい。; 姓せい。周しゅう王朝おうちょうの王室おうしつの姓せい。; 女性じょせいの美称びしょう。; ひめ。高貴こうきな女性じょせいの敬称けいしょう。; ひめ。高貴こうきな人ひとの娘むすめ。; ひめ。小ちいさいものや愛あいらしいものなどの意いを表あらわす語ご。	常 3級
威	女	イ	[外] おど.す	おどす。おびやかす。おそれさせる。; いかめしい。おごそか。; いきおい。人ひとを従したがわせる力ちからや品格ひんかく。	常 4級
娘	女	[外] ジョウ・ニョウ	むすめ [外] こ	むすめ。こ。若わかい女性じょせい。未婚みこんの女性じょせい。; むすめ。自分じぶんの子こである女性じょせい。	常 4級
娯	女	ゴ	[外] たの.しむ	たのしむ。たのしみ。遊あそび楽たのしむ。	常 3級
婆	女	バ	[外] ばば	ばば。年老としおいた女おんなの人ひと。; 梵語ぼんごの音訳おんやくに用もちいる字じ。	常 3級
婚	女	コン		夫婦ふうふになる。縁組えんぐみをする。	常 4級
婿	女	セイ	むこ	むこ。娘むすめの夫おっと。	常 3級
嫁	女	カ	とつ.ぐ・よめ	とつぐ。よめにいく。よめいりする。; 罪つみや責任せきにんなどを他人たにんに押おしつける。; よめ。息子むすこの妻つま。	常 3級
嬢	女	ジョウ	[外] むすめ	むすめ。若わかい女性じょせい。; はは。母親ははおや。例れい：爺嬢やじょう; じょう。未婚みこんの若わかい女性じょせいの名なに添そえる敬称けいしょう。	常 3級
孔	子	コウ [外] ク	[外] あな・はなは.だ	あな。すきま。くぼみ。空洞くうどう。; はなはだ。たいへん。非常ひじょうに。; 「孔子こうし」の略りゃく。	常 3級
孤	子	コ	[外] そむ.く・ひと.り・みなしご	みなしご。父親ちちおやまたは両親りょうしんをなくした子こ。; ひとり。ひとつ。ひとりぼっち。または助たすけのないこと。; そむく。好意こういや期待きたいを無むにする。; 王おうや諸侯しょこうが自分じぶんを謙遜けんそんしていうことば。	常 3級
宴	宀	エン	[外] うたげ・たの.しむ	うたげ。さかもり。客人きゃくじんや仲間なかまなどと酒食しゅしょくを共ともにして楽たのしむ。; たのしむ。あそびたのしむ。; くつろぐ。やすらぐ。落おち着つく。	常 3級
寂	宀	ジャク・セキ	さび・さび.しい・さび.れる [外] さ.びる・しず.か	さびしい。さびれる。しずか。音おともなくひっそりとしている。; 仏教ぶっきょうで、人ひとの死しぬことをいう。; さび。閑寂かんじゃくさの中なかにある奥深おくぶかさやおもむき。	常 4級
寝	宀	シン	ね.かす・ね.る [外] みたまや・みにく.い・や.める	ねる。ねかす。ねむる。横よこになる。; へや。奥座敷おくざしき。; やめる。とりやめる。中止ちゅうしする。; みたまや。祖先そせんの霊れいをまつる建物たてもの。; みにくい。姿すがたや態度たいどなどがよくない。	常 4級
審	宀	シン	[外] つまび.らか	つまびらか。詳くわしい。明あきらか。はっきりしている。; つまびらかにする。こまかい点てんまで詳くわしくしらべる。明あきらかにする。	常 3級
寿	寸	ジュ [外] ス	ことぶき [外] いのちなが.し・ことほ.ぐ・とし・ひさ.しい	ひさしい。いのちながし。長なが生いきである。寿命じゅみょうが長ながい。; とし。よわい。年齢ねんれい。; ことぶき。ことほぐ。長命ちょうめいを喜よろこび祝いわう。; ことぶき。ことほぐ。めでたいことを喜よろこび祝いわう。また、その言葉ことば。	常 3級
封	寸	フウ・ホウ	[外] さかい・と.じる・ポンド	ほうずる。領地りょうちを与あたえて領主りょうしゅとする。; 盛もり土ど。また、土つちを盛もる。; さかい。境界きょうかい。土つちを盛もって作つくった境さかい。; 墓はか。土つちを盛もって作つくった墓はか。; ふうずる。とじる。とじこめる。; 手紙てがみ。封ふうをした手紙てがみ。; ポンド。ヤードポンド法ほうの重おもさの単位たんい。一いちポンドは約やく四五四よんひゃくごじゅうよんグラム。「封度」とも書かく。	常 3級
尋	寸	ジン	たず.ねる [外] つね・ひろ	たずねる。問とう。聞ききただす。; たずねる。さがす。求もとめる。; たずねる。訪問ほうもんする。; ついで。あとに引ひき続つづいて。まもなく。; ひろ。長ながさの単位たんい。両手りょうてを左右さゆうに広ひろげた長ながさ。; ひろ。長ながさの単位たんい。一尋いちじんは六尺ろくしゃく。	常 4級
尽	尸	ジン	つ.かす・つ.きる・つ.くす [外] ことごと.く・すが.れる	つきる。つくす。つかす。すべて出だしきる。すべて費ついやす。すっかり無なくなる。; つきる。つくす。おわる。; ことごとく。すべて。みな。全部ぜんぶ。	常 4級
尾	尸	ビ	お	お。しっぽ。; うしろ。おわり。末端まったん。; 動物どうぶつが交尾こうびする。; 二十八宿にじゅうはっしゅくの一ひとつ。あしたれぼし。; 魚さかなを数かぞえる語ご。	常 4級
尿	尸	ニョウ	[外] いばり・しと・ゆばり	いばり。ゆばり。しと。小便しょうべん。小用こよう。	常 3級
屈	尸	クツ	[外] かが.む・くぐ.まる・こご.まる	かがむ。かがめる。まげる。おりまげる。; まげる。主張しゅちょうをまげる。くじける。服従ふくじゅうする。; つよい。丈夫じょうぶ。; くぐまる。こごまる。体からだを曲まげ低ひくめる。	常 4級
岳	山	ガク	たけ	たけ。大おおきな山やま。高たかい山やま。; 妻つまの父母ふぼを敬うやまっていうときに用もちいる語ご。	常 3級
峠	山		とうげ	とうげ。山道やまみちをのぼりつめて、そこから下くだりになる所ところ。上のぼりと下くだりと境目さかいめ。; 勢いきおいが最もっとも盛さかんな時とき。物事ものごとの絶頂ぜっちょう。	常 4級
峡	山	キョウ	[外] はざま	はざま。谷たにあい。山やまと山やまとの間あいだの谷たに。; 山やまと山やまにはさまれた谷たにのように細ほそくせまい所ところ。	常 3級
峰	山	ホウ [外] フ	みね	みね。山やまのいただき。また、大おおきい山やま。; みね。刀かたなの背面はいめん。	常 4級
崩	山	ホウ	くず.す・くず.れる	くずす。くずれる。くずれ落おちる。ばらばらになる。; 天子てんしが死しぬ。お隠かくれになる。	常 3級
巡	巛・川部（巛：まげかわ）辵部（しんにょう・しんにゅう）	ジュン	めぐ.る [外] まわ.る	めぐる。まわる。めぐり歩あるく。まわり歩あるく。; 見みまわる。巡視じゅんしする。; まわる。まわる回数かいすうを数かぞえる語ご。	常 4級
巧	工	コウ	たく.み [外] うま.い・たく.む	たくみ。わざ。技術ぎじゅつ。; たくみ。うまい。上手じょうずなさま。; いつわり。うわべだけを飾かざる。	常 3級
巨	工	キョ [外] コ	[外] おお.い・おお.きい	おおきい。とてもおおきい。; おおい。数かずが多おおい。; なんぞ。どうして。反語はんごの意いを表あらわす。	常 4級
帆	巾	ハン	ほ	ほ。風かぜを受うけて船ふねを進すすませる布ぬの。; ほをあげて船ふねを進すすませる。	常 3級
帝	巾	テイ [外] タイ	[外] みかど	みかど。天子てんし。天下てんかを治おさめる者もの。; 天てんの神かみ。万物ばんぶつを支配しはいする神かみ。	常 3級
帽	巾	ボウ		ぼうし。頭あたまにかぶるぼうし。かぶりもの。; 物ものの上うえからかぶせるもの。	常 4級
幅	巾	フク	はば	はば。物もののはば。物ものの横よこの長ながさ。; はば。布ぬののはば。布ぬのの横よこの長ながさ。; 掛かけ物もの。掛かけ軸じく。また、それを数かぞえる語ご。; はば。威勢いせい。勢いきおい。	常 4級
幻	幺	ゲン	まぼろし [外] まど.わす	まぼろし。実際じっさいには存在そんざいしないが、あるかのように見みえるもの。; まどわす。たぶらかす。だます。	常 3級
幽	幺	ユウ	[外] かす.か・くら.い	かすか。ほのか。; くらい。はっきり見みえない。; 奥おく深ぶかい。物もの静しずか。; あの世よ。死後しごの世界せかい。; 古代こだい中国ちゅうごくの州しゅうの名な。	常 3級
幾	幺	キ	いく [外] きざ.し・こいねが.う・ほとん.ど	「いく」「いくばく」と読よみ、「どれくらい」「どれほど」と程度ていどを問とう意いを表あらわす。; きざし。前兆ぜんちょう。気配けはい。; ほとんど。もう少すこしで。もう少すこしのところで。; こいねがう。ねがう。希望きぼうする。	常 4級
床	广	ショウ	とこ・ゆか	とこ。寝台しんだい。ベット。また、腰こしを掛かける台だい。; とこ。寝ねどこ。; とこ。床屋とこやの略りゃく。; ゆか。家いえの中なかの板いたを張はった所ところ。; ゆかしい。なつかしく感かんじられる。; ゆかしい。おくゆかしい。	常 4級
廉	广	レン	[外] いさぎよ.い・かど・やす.い	いさぎよい。行おこないが正ただしい。心こころが清きよい。; かど。すみ。境目さかいめ。; やすい。価格かかくが安やすい。; かど。問題もんだいとして取とり上あげるべき事項じこう。理由りゆうとなる事柄ことがら。	常 3級
廊	广	ロウ	[外] わたどの	わたどの。建物たてものをつなぐ渡わたり廊下ろうか。; ひさし。正堂せいどうの左右さゆうに作つくられた部屋へや。	常 3級
弐	弋	ニ [外] ジ	[外] ふた・ふた.つ	ふた。ふたつ。＝二; ふたたび。再度さいど。＝二; そむく。うらぎる。ふたごころがある。; そえる。そばにそえる。加くわえる。; 契約けいやく書しょや証書しょうしょなどの文書ぶんしょで数字すうじを表あらわすとき、書かき換かえを防ふせぐために「二」の代かわりに用もちいる文字もじ。大字。; すけ。四等官しとうかんで、大宰府だざいふの第二位だいにい。	常 4級
弧	弓	コ	[外] きゆみ	きゆみ。ゆみ。木きでできた弓ゆみ。; 弓ゆみなりにまがった線せん。; 数学すうがくにおける、円周えんしゅうや曲線きょくせんの一部いちぶ。	常 3級
弾	弓	ダン	たま・はず.む・ひ.く [外] ただ.す・はじ.く・はじ.ける・はず.み	たま。はじき弓ゆみのたま。鉄砲てっぽうなどのたま。; はじく。指先ゆびさきではじく。指先ゆびさきではねのける。; ひく。弦楽器げんがっきをかなでる。; ただす。罪つみや過あやまちを責せめる。; はずむ。ものがはね返かえる。; はずむ。勢いきおいづく。勢いきおいにのる。	常 4級
彩	彡	サイ	いろど.る [外] あや	いろどる。色いろをつける。色いろを配合はいごうする。; いろどり。あや。模様もよう。配色はいしょく。; 姿すがた。様子ようす。	常 4級
彫	彡	チョウ	ほ.る	ほる。える。きざむ。模様もようをほりきざむ。; しぼむ。しおれる。衰おとろえる。＝凋	常 3級
影	彡	エイ [外] ヨウ	かげ	かげ。物体ぶったいが光ひかりをさえぎったときにできる暗くらい部分ぶぶん。; かげ。鏡かがみや水みずなどに映うつる姿すがた。; かげ。人ひとの姿すがた。物ものの形かたち。; かげ。月つきなどが物ものを照てらす光ひかり。	常 4級
彼	彳	ヒ	かの・かれ	かれ。あれ。あの人ひと。あの人ひとたち。向むこうの人ひとや物もの。; かの。あの。向むこう。向むこうの。	常 4級
征	彳	セイ	[外] う.つ・と.る・ゆ.く	ゆく。遠とおい所ところに行いく。旅たびに行いく。; うつ。敵てきや悪人あくにんを討うつ。; とる。奪うばい取とる。取とり立たてる。	常 4級
徐	彳	ジョ	[外] おもむろ	おもむろ。ゆるやか。ゆっくり。おだやか。; 古代こだい中国ちゅうごくの九州きゅうしゅうのひとつ。徐州じょしゅう。	常 3級
御	彳	ギョ・ゴ	おん [外] お・おさ.める・み	おさめる。安定あんていさせる。統治とうちする。; 馬うまや馬車ばしゃを思おもい通どおりに操あやつる。また、その人ひと。; はべる。天子てんしのそばに仕つかえる。; 天子てんし・諸侯しょこうの行おこないや所有しょゆうする物ものにつけて敬意けいいを表あらわすことば。; ふせぐ。ふせぎとめる。まもる。; おん。お。み。ご。相手あいてに関かんすることにつけて敬意けいいを表あらわすことば。; おん。お。み。ご。物ものや動作どうさにつけて丁寧ていねいの意いを表あらわすことば。	常 4級
微	彳	ビ [外] ミ	[外] かす.か	かすか。はっきりしない。はっきり見みえない。; かすか。わずか。小ちいさい。細こまかい。; ひそかに。こっそりと目立めだたないように。; おとろえる。勢いきおいや力ちからがなくなる。; 「なかりせば」と読よみ、「なかったならば」「なかったとしたら」などの意いを表あらわす。; び。数かずの単位たんい。一いちの百万分ひゃくまんぶんの一いち。	常 4級
徴	彳	チョウ [外] チ	[外] しるし・め.す	めす。呼よび出だす。呼よびよせる。; もとめる。要求ようきゅうする。取とり立たてる。; しるし。あかし。証拠しょうこ。; きざし。兆候ちょうこう。; あらわれる。あらわす。表面ひょうめんにでてくる。あきらかになる。; 五音ごいん「宮きゅう・商しょう・角かく・徴ち・羽う」のひとつ。	常 4級
忌	心	キ	い.まわしい・い.む	いむ。いまわしい。にくむ。きらう。; いむ。いやがってさける。; 故人こじんが命いのちを落おとした日ひと同おなじ日付ひづけの日ひ。命日めいにち。	常 3級
忙	心	ボウ [外] モウ	いそが.しい [外] せわ.しい	いそがしい。せわしい。しなければならないことが多おおくて落おち着つかない。せきたてられて休やすむ暇ひまがない。	常 4級
怒	心	ド [外] ヌ	いか.る・おこ.る	いかる。おこる。腹はらを立たてる。; はげしい。勢いきおいがある。; はげむ。気持きもちをふるい起おこす。	常 4級
怖	心	フ	こわ.い [外] お.じける・おそ.れる	こわい。おそれる。おじる。こわがってびくびくする。	常 4級
怠	心	タイ	おこた.る・なま.ける [外] だる.い	おこたる。なまける。気持きもちがゆるむ。	常 3級
怪	心	カイ [外] ケ	あや.しい・あや.しむ	あやしい。不思議ふしぎ。普通ふつうと異ことなる。; あやしむ。疑うたがわしく思おもう。不思議ふしぎに思おもう。; あやしいもの。ふつうでないもの。ばけもの。	常 3級
恋	心	レン	こい・こい.しい・こ.う	こう。こいしい。強つよく心こころを引ひかれる。いつまでも心こころからはなれない。; こい。こいしいと思おもう気持きもち。	常 4級
恐	心	キョウ	おそ.れる・おそ.ろしい [外] こわ.い	おそれる。こわがる。こわいと感かんじる。; おそろしい。こわい。; おどす。おそれさせる。; おそらくは。多分たぶん。きっと。	常 4級
恒	心	コウ	[外] つね・つね.に	つね。変かわらない。一定いっていしている。; つねに。いつも。たえず。; 易えき（エキ）の六十四卦ろくじゅうしけの一ひとつ。; 弦つるを張はった弓ゆみのような月つきの形かたち。	常 4級
恥	心	チ	はじ・は.じらう・は.じる・は.ずかしい	はじる。はじらう。やましく感かんじる。; はじ。はずかしく思おもう気持きもち。; はずかしめる。相手あいてにはじをかかせる。; はずかしい。はじに思おもう。	常 4級
恨	心	コン	うら.む・うら.めしい	うらむ。うらめしい。残念ざんねんに思おもう。にくらしく思おもう。くやしく思おもう。	常 3級
恵	心	エ・ケイ	めぐ.む	めぐむ。めぐみ。情なさけをかける。あわれんで親切しんせつにする。物ものを与あたえる。; おだやか。おだやかなさま。; さとい。かしこい。気きがきく。＝慧	常 4級
悔	心	カイ [外] ケ	く.いる・くや.しい・く.やむ	くいる。くやむ。自分じぶんのした間違まちがいや失敗しっぱいに気きづき、残念ざんねんがったり反省はんせいしたりする。; くい。残念ざんねんに思おもう気持きもち。; くやみ。くやむ。人ひとの死しを悲かなしみいたむ。; くやしい。残念ざんねんである。	常 3級
悟	心	ゴ	さと.る	さとる。物事ものごとをはっきりと理解りかいする。; さとる。迷まよいからさめる。; さめる。目覚めざめる。眠ねむりからさめる。	常 3級
悦	心	エツ	[外] よろこ.ぶ	よろこぶ。楽たのしむ。	常 3級
悩	心	ノウ [外] ドウ	なや.ます・なや.む	なやむ。なやます。思おもいわずらう。あれこれと心こころをなやます。	常 4級
惑	心	ワク [外] コク	まど.う	まどう。心こころが乱みだれて判断はんだんが難むずしくなる。; まどわす。心こころを乱みだして冷静れいせいな判断はんだんができないようにする。	常 4級
惜	心	セキ [外] シャク	お.しい・お.しむ	おしい。もったいない。残念ざんねんだ。; おしむ。残念ざんねんに思おもう。もったいないと思おもう。また、大切たいせつにする。	常 3級
惨	心	サン・ザン	みじ.め [外] いた.ましい・いた.む・むご.い	みじめ。いたましい。むごい。見みるにたえないほどひどい。; いたむ。いたみ悲かなしむ。いたましい思おもいをする。	常 4級
愚	心	グ	おろ.か	おろか。頭あたまの働はたらきがにぶい。; おろかな人ひと。つまらない人ひと。; ばかにする。見下みくだす。見みさげる。; 自分じぶんに関かんすることをへりくだっていうことば。	常 3級
慈	心	ジ	いつく.しむ	いつくしむ。かわいがる。大切たいせつにする。親おやが子こを大事だいじに育そだてるような深ふかい愛情あいじょうをもって接せっする。; 情なさけ深ふかい。また、情なさけをかける。; 母はは。母親ははおや。父ちちのことは「厳」という。	常 3級
慌	心	コウ	あわ.ただしい・あわ.てる	あわただしい。せわしくて落おち着つかない。; あわてる。冷静れいせいさを失うしなって、うろたえる。; ほのか。ぼんやりする。	常 3級
慎	心	シン [外] ジン	つつし.む [外] つつま.しい・つつま.しやか	つつしむ。気きをつける。念ねんを入いれる。; つつましい。控ひかえめで落おち着ついているさま。; つつましい。質素しっそなさま。; つつましやか。しとやかなさま。	常 4級
慕	心	ボ	した.う [外] しの.ぶ	したう。思おもいをよせる。こいしく思おもう。; しのぶ。なつかしむ。思おもいしたう。	常 3級
慢	心	マン [外] バン	[外] あなど.る・おこた.る・おご.る	おこたる。なまける。いいかげんにする。; あなどる。軽かるくみる。見下みくだす。; おごる。おごりたかぶる。思おもい上あがる。; ゆるい。ゆるやか。ゆっくり。; おそい。だらだらと長引ながびく。	常 4級
慨	心	ガイ [外] カイ	[外] いきどお.る・なげ.く	なげく。なげいて、ため息いきをつく。; いきどおる。腹はらを立たてる。	常 3級
慮	心	リョ	[外] おもんぱか.る	おもんぱかる。あれこれと考かんがえる。思おもいめぐらす。; おもんぱかる。くわだてる。計画けいかくする。; おもんぱかり。思おもいめぐらした考かんがえ。; おもんぱかり。くわだて。計画けいかく。	常 4級
慰	心	イ	なぐさ.む・なぐさ.める	なぐさめる。悲かなしみや苦くるしみなどをいたわり、心こころを安やすらかにさせる。; なぐさむ。気きが晴はれる。心こころがおだやかになる。; なぐさむ。もてあそぶ。	常 3級
憂	心	ユウ	うれ.い・うれ.える・う.い	うれえる。心配しんぱいする。あれこれ考かんがえて悩なやむ。; うれい。心配しんぱいごと。悩なやみ。; 喪も。父母ふぼの喪も。; うい。つらい。苦くるしい。せつない。	常 3級
憎	心	ゾウ [外] ソウ	にく.い・にく.しみ・にく.む・にく.らしい	にくむ。きらう。不快ふかいに思おもい嫌いやがる。; にくしみ。にくみ嫌きらう気持きもち。; にくい。にくらしい。ねたましいほどすぐれている。	常 3級
憩	心	ケイ	いこ.い・いこ.う	いこう。やすむ。くつろぐ。からだを休やすめる。	常 3級
憶	心	オク	[外] おぼ.える・おも.う	おもう。思おもい出だす。思おもい起おこす。; おぼえる。忘わすれないようにする。心こころにとめる。	常 4級
戒	戈	カイ	いまし.める	いましめる。備そなえる。用心ようじんする。; いましめる。さとす。注意ちゅういを与あたえる。; いましめる。禁きんずる。禁止きんしする。; いましめ。注意ちゅういすべき事柄ことがら。避さけるべき事柄ことがら。	常 4級
戯	戈	ギ [外] ゲ	たわむ.れる [外] ざ.れる・たわ.ける	たわむれる。ふざける。おどける。; たわむれ。冗談じょうだん。遊あそび。; 芝居しばい。演技えんぎ。演劇えんげき。; ざれる。ふざける。; たわける。ふざけたことをする。ばかげたことをする。	常 4級
房	戶	ボウ [外] ホウ	ふさ [外] いえ・へや	へや。母屋おもやの両りょうわきにある小ちいさな部屋へや。; いえ。住すまい。住居じゅうきょ。; 内側うちがわが小部屋こべや状じょうにくぎられた形かたちをしたもの。; 二十八宿にじゅうはっしゅくの一ひとつ。そいぼし。; ふさ。糸いとを束たばねて、その先さきをばらばらに散ちらしたもの。; ふさ。花はなや実みなどがたくさん群むらがってついたもの。	常 3級
扇	戶	セン	おうぎ [外] あお.ぐ・おだ.てる	おうぎ。うちわ。あおいで風かぜをおこす道具どうぐ。; とびら。門もんのとびら。; あおぐ。おうぎやうちわなどで風かぜをおこす。; おだてる。あおる。＝煽	常 4級
払	手	フツ [外] ヒツ	はら.う	はらう。はらいのける。; はらう。ふく。なでる。; さからう。もとる。そむく。; たすける。たすけ。補佐ほさする。＝弼; はらう。はらい。代金だいきんを渡わたす。	常 4級
扱	手	[外] ソウ・キュウ	あつか.う [外] こ.く・しご.く	はさむ。さしはさむ。さしこむ。; おさめる。一ひとつに集あつめる。; およぶ。いたる。とどく。; あつかう。機械きかいなどを操作そうさする。; あつかう。物事ものごとを処理しょりする。; こく。しごく。	常 4級
抑	手	ヨク	おさ.える [外] そもそも・ふさ.ぐ	おさえる。おさえつける。; ふさぐ。気持きもちが晴はれない。; 「そもそも」と読よみ、「あるいは」「それとも」などと選択せんたくの意いを表あらわす。; 「そもそも」と読よみ、「しかしながら」「けれども」「とはいえ」「さて」「いったい」などと話題わだいを転換てんかんする意いを表あらわす。	常 3級
抗	手	コウ	[外] あらが.う・こば.む・はりあ.う・ふせ.ぐ	ふせぐ。こばむ。あらがう。; あげる。もちあげる。高たかくあげる。; はりあう。あたる。対等たいとうにはりあう。対等たいとうに接せっする。	常 4級
抜	手	バツ	ぬ.かす・ぬ.かる・ぬ.く・ぬ.ける	ぬく。ぬける。引ひきぬく。ぬき出だす。; ぬく。攻せめ落おとす。攻せめ取とる。; ぬける。ぬきんでる。; ぬく。ぬかす。ぬける。間あいだを飛とばす。省略しょうりゃくする。漏もらす。; ぬかる。大事だいじなことに気きづかずに失敗しっぱいする。また、油断ゆだんして失敗しっぱいする。	常 4級
択	手	タク	[外] えら.ぶ・よ.る	えらぶ。よる。適てきしたものをえらびとる。; えらぶ。区別くべつする。選別せんべつする。	常 3級
抱	手	ホウ	いだ.く・かか.える・だ.く	だく。いだく。かかえる。両手りょうてでだきかかえる。; いだく。心こころにいだく。思おもいや考かんがえをもつ。; かかえる。人ひとを雇やとう。	常 4級
抵	手	テイ [外] シ	[外] あ.たる・う.つ・ふ.れる	おす。おしのける。; あたる。ふれる。さわる。; あたる。相当そうとうする。釣つり合あう。; こばむ。さからう。てむかう。; いたる。届とどく。達たっする。; うつ。たたく。	常 4級
押	手	オウ	お.さえる・お.す	おす。おさえる。おしつける。; おさえる。物品ぶっぴんをおさえる。抵当ていとうに入いれる。; かきはん。署名しょめい。また、署名しょめいの代かわりに用もちいる記号きごう。; おし。圧力あつりょく。無理むりにでも自分じぶんの主張しゅちょうを通とおそうとする力ちから。	常 4級
抽	手	チュウ	[外] ぬ.く・ひ.く	ぬく。ひく。ぬき出だす。ひき出だす。; ぬく。ぬき取とる。取とり除のぞく。	常 3級
拍	手	ハク・ヒョウ	[外] う.つ	うつ。手てをたたく。; ひょうし。音楽おんがくのリズムを形成けいせいするもの。	常 4級
拓	手	タク [外] セキ	[外] ひら.く	ひらく。きりひらく。ひろげる。; 手てで押おす。また、持もち上あげる。; 石いしずり。石碑せきひなどに刻きざまれた文字もじに紙かみなどをあてて写うつしとったもの。; ひろう。手てでひろう。	常 4級
拘	手	コウ	[外] かか.わる・こだわ.る・とど.める・とら.える	とらえる。とどめる。つかまえてとどめておく。; かかわる。こだわる。関係かんけいする。また、気持きもちがとらわれる。	常 3級
拠	手	キョ・コ	[外] よりどころ・よ.る	よる。たよる。たよりにする。すがる。; よりどころ。あかし。たよりとする所ところ。	常 4級
振	手	シン	ふ.る・ふ.るう・ふ.れる [外] すく.う	ふる。ふるう。ゆり動うごかす。ふり動うごかす。; ふるう。ふるいたつ。ふるいおこす。; すくう。たすける。; 「振振しんしん」は、さかんなさま。また、鳥とりなどが群むれをなして飛とぶさま。; ふり。ふるまい。動作どうさ。; ふり。刀剣とうけんを数かぞえることば。; ふる。わりふる。わりあてる。	常 4級
捕	手	ホ [外] ブ	つか.まえる・つか.まる・と.らえる・と.らわれる・と.る	とらえる。つかまえる。とる。逃にげているものや罪人ざいにんなどをつかまえる。	常 4級
掃	手	ソウ	は.く [外] はら.う	はく。はらう。ほうきではいてきれいにする。; はらう。はらい除のぞく。取とり除のぞく。	常 3級
掌	手	ショウ	[外] たなごころ・つかさど.る・てのひら	たなごころ。てのひら。; つかさどる。役目やくめを担になう。管理かんりする。	常 3級
排	手	ハイ	[外] おしの.ける・つら.ねる	おしのける。とりのぞく。しりぞける。; おしひらく。おしてあける。ひらく。; つらねる。ならべる。	常 3級
掘	手	クツ	ほ.る	ほる。穴あなをほる。穴あなをあける。; つよい。芯しんが強つよい。強情ごうじょう。＝倔	常 4級
掛	手	[外] カ・カイ・ケ	かかり・か.かる・か.ける	かける。かかる。ひっかける。たれさげる。ぶらさげる。＝挂; かける。かけ算ざんをする。; かける。かかる。時間じかんや労力ろうりょくなどを必要ひつようとする。費ついやす。; かかり。受うけ持もち。担当たんとう。	常 3級
控	手	コウ	ひか.える [外] つ.げる・のぞ.く	ひく。手前てまえにひく。後うしろにひっぱる。; ひかえる。ひき止とめる。押おしとどめる。; つげる。うったえる。; ひかえる。やめる。中止ちゅうしする。; ひかえる。ひかえめにする。少すくなめにする。; ひかえる。備そなえて待まつ。; ひかえ。写うつし。覚おぼえ書がき。; ひかえ。備そなえ。予備よび。	常 3級
措	手	ソ [外] サク	[外] お.く・はか.らう	おく。すえる。場所ばしょを定さだめて置おく。; おく。ほうっておく。そのままの状態じょうたいにしておく。; はからう。処置しょちする。手てを下くだす。; はさむ。はさんでつぶす。	常 3級
掲	手	ケイ	かか.げる	かかげる。高たかくあげる。; かかげる。目立めだつようにする。; かかげる。すそを持もち上あげる。	常 3級
描	手	ビョウ	えが.く・か.く	えがく。かく。絵えや文章ぶんしょうをかく。えがき出だす。写うつしえがく。	常 4級
揚	手	ヨウ	あ.がる・あ.げる	あげる。あがる。高たかくあげる。高たかくあがる。; あげる。示しめす。明あきらかにする。; 古代こだい中国ちゅうごくの九州きゅうしゅうのひとつ。揚州ようしゅう。; あげる。食たべ物ものを油あぶらであげる。	常 3級
換	手	カン	か.える・か.わる	かえる。取とりかえる。入いれかえる。; かわる。入いれかわる。	常 3級
握	手	アク	にぎ.る	にぎる。つかむ。にぎりしめる。; にぎる。手中しゅちゅうにおさめる。自分じぶんのものにする。; にぎり。容量ようりょうの単位たんい。ひとにぎりの量りょう。; にぎり。長ながさの単位たんい。にぎりこぶしの幅はば。	常 4級
援	手	エン	[外] たす.ける・ひ.く	たすける。手てをさしのべてたすける。; ひく。ひっぱる。引ひき上あげる。	常 4級
